,class,bruises,odor,ring-number,ring-type,spore-print-color,population,habitat,cap,gill,stalk
1990,1,1,6,1,4,3,4,1,1.0076061055857122,-0.14554300365969353,-1.198062696213186
1991,0,1,5,1,4,3,4,0,-1.7586209159116462,0.7322007073372602,-0.796707388364398
1992,0,0,5,1,0,3,0,1,0.6136409663041908,0.5347120215895923,-0.674901728968094
1993,0,1,5,1,4,3,5,0,-1.7586209159116462,0.7322007073372602,-0.21683429470917706
1994,0,0,5,1,0,2,0,1,-1.584416732296385,0.5347120215895923,-0.674901728968094
1995,0,1,5,1,4,3,5,0,-1.584416732296385,1.301175835282454,0.08544075864431919
1996,0,0,5,1,0,3,3,1,0.6136409663041908,1.2933455255165174,-0.5202183215768948
1997,0,0,5,1,0,2,0,1,-0.17428931225885164,1.2933455255165174,-0.674901728968094
1998,0,0,5,1,0,2,0,1,-0.7964864537333425,0.7243703975713236,0.5419736211188371
1999,0,0,5,1,0,2,3,1,-0.7964864537333425,0.7243703975713236,-0.674901728968094
2000,0,1,5,1,4,3,4,0,-1.584416732296385,1.301175835282454,0.959363234635779
2001,0,1,5,1,4,3,4,0,-0.7509296816823438,1.1115174593007227,-0.21683429470917706
2002,0,0,5,1,0,2,0,1,0.6136409663041908,0.7243703975713236,0.5419736211188371
2003,0,1,5,1,4,2,5,0,-1.584416732296385,1.301175835282454,0.959363234635779
2004,1,1,6,1,4,3,4,5,1.7044228400467576,-0.14554300365969353,-1.198062696213186
2005,0,1,3,1,4,3,3,1,0.46849960362448534,0.35288395537379746,-1.9066733720440707
2006,1,1,6,1,4,2,3,1,0.6136409663041908,-0.7145181316048876,-1.198062696213186
2007,0,0,5,1,0,3,3,1,0.5225274222021941,0.5347120215895923,-0.5202183215768948
2008,0,0,5,1,0,2,0,1,-0.17428931225885164,0.9140287735530548,0.5419736211188371
2009,1,1,6,1,4,3,4,1,0.6136409663041908,-0.14554300365969353,-1.198062696213186
2010,0,0,5,1,0,3,0,1,-0.7964864537333425,0.7243703975713236,0.5419736211188371
2011,0,0,5,1,0,2,3,1,-1.584416732296385,0.9140287735530548,-0.674901728968094
2012,0,1,5,1,4,2,4,0,-1.9328250995269078,1.1115174593007227,-0.21683429470917706
2013,0,0,5,1,0,2,0,1,-0.17428931225885164,0.7243703975713236,-1.7370936716638257
2014,0,0,5,1,0,3,3,1,-0.8875999978353397,0.7243703975713236,-1.7370936716638257
2015,0,0,5,1,0,3,0,1,0.4394367826889296,1.2933455255165174,-0.5202183215768948
2016,0,0,5,1,0,2,3,1,0.5225274222021941,0.5347120215895923,-0.5202183215768948
2017,0,1,0,1,4,3,4,0,1.4846618843804975,-0.5326900653890926,-1.3820642626977904
2018,0,1,0,1,4,3,4,0,0.5225274222021941,-0.5326900653890926,-1.3820642626977904
2019,0,0,5,1,0,3,0,1,-0.17428931225885164,1.2933455255165174,-0.674901728968094
2020,0,1,5,1,4,3,5,0,-1.584416732296385,1.1115174593007227,-1.3820642626977904
2021,0,1,5,1,4,2,5,0,-0.5767254980670828,0.35288395537379746,0.07721508762706197
2022,0,1,5,1,4,3,5,0,-1.584416732296385,1.1115174593007227,-0.2058667333528342
2023,0,0,5,1,0,2,3,1,-1.584416732296385,0.7243703975713236,-0.674901728968094
2024,0,1,5,1,4,3,5,0,-1.7586209159116462,1.1115174593007227,-1.3820642626977904
2025,0,1,5,1,4,2,4,0,-1.584416732296385,0.35288395537379746,-0.796707388364398
2026,0,0,5,1,0,2,0,1,-1.7586209159116462,1.2933455255165174,-0.5202183215768948
2027,0,1,5,1,4,3,4,0,-1.584416732296385,0.35288395537379746,-1.0880148803615513
2028,0,0,5,1,0,2,0,1,-0.7964864537333425,0.5347120215895923,0.5419736211188371
2029,0,1,3,1,4,2,3,3,2.6445077867384463,0.16322557939206617,-1.020547991730168
2030,0,1,5,1,4,2,4,0,-0.7509296816823438,1.1115174593007227,-1.0880148803615513
2031,0,0,5,1,0,3,3,1,0.6136409663041908,0.5347120215895923,-0.674901728968094
2032,0,1,5,1,4,2,5,0,-1.9328250995269078,1.301175835282454,-0.796707388364398
2033,0,1,5,1,4,2,5,0,1.0076061055857122,0.7322007073372602,0.959363234635779
2034,0,1,5,1,4,2,4,0,-0.5767254980670828,1.1115174593007227,0.08544075864431919
2035,0,0,5,1,0,3,0,1,-0.9706906373486036,1.2933455255165174,-1.7370936716638257
2036,0,0,5,1,0,2,3,1,-0.7964864537333425,0.7243703975713236,-0.5202183215768948
2037,0,0,5,1,0,3,0,1,-1.7586209159116462,1.2933455255165174,0.5419736211188371
2038,0,0,5,1,0,2,0,1,-0.9706906373486036,0.9140287735530548,-1.7370936716638257
2039,0,1,5,1,4,2,5,0,-0.7509296816823438,1.301175835282454,-1.0880148803615513
2040,0,1,5,1,4,3,5,0,-0.34849349587411305,1.301175835282454,-1.0907567707006371
2041,0,1,5,1,4,2,5,0,-0.17428931225885164,0.35288395537379746,-1.0907567707006371
2042,0,0,5,1,0,3,3,1,-1.584416732296385,0.7243703975713236,0.5419736211188371
2043,0,0,5,1,0,3,3,1,0.6136409663041908,0.9140287735530548,-0.674901728968094
2044,0,0,5,1,0,2,3,1,-0.8875999978353397,0.9140287735530548,-1.7370936716638257
2045,0,1,0,1,4,3,3,4,0.46849960362448534,0.7322007073372602,-1.9066733720440707
2046,0,1,5,1,4,3,4,0,-1.9328250995269078,1.1115174593007227,-1.0880148803615513
2047,0,0,5,1,0,2,3,1,-1.584416732296385,0.5347120215895923,-0.5202183215768948
2048,0,1,5,1,4,2,4,0,-0.4025213144518212,0.7322007073372602,-0.2058667333528342
2049,0,1,5,1,4,3,5,0,-0.34849349587411305,0.35288395537379746,-1.0880148803615513
2050,0,0,5,1,0,3,0,1,-0.8875999978353397,0.7243703975713236,-0.5202183215768948
2051,0,1,0,1,4,2,3,3,0.2942954200092241,0.16322557939206617,-1.020547991730168
2052,0,0,5,1,0,3,3,1,-0.7964864537333425,1.2933455255165174,-1.7370936716638257
2053,0,0,5,1,0,3,0,1,1.3104577007652365,1.2933455255165174,-1.7370936716638257
2054,0,1,5,1,4,3,4,0,-0.17428931225885164,1.1115174593007227,-0.21683429470917706
2055,0,0,5,1,0,2,3,1,0.5225274222021941,0.7243703975713236,0.5419736211188371
2056,0,1,5,1,4,3,4,0,-1.7586209159116462,1.1115174593007227,0.07721508762706197
2057,0,1,5,1,4,3,5,0,-1.584416732296385,0.7322007073372602,-0.2058667333528342
2058,0,0,5,1,0,3,0,1,-0.8875999978353397,1.2933455255165174,-0.674901728968094
2059,0,1,0,1,4,2,2,3,-0.09966971927229715,0.35288395537379746,-1.020547991730168
2060,0,0,5,1,0,3,3,1,0.4394367826889296,0.9140287735530548,-0.5202183215768948
2061,1,1,6,1,4,3,4,1,1.0076061055857122,-1.09383488356835,-1.198062696213186
2062,0,0,5,1,0,3,3,1,-0.34849349587411305,1.2933455255165174,-0.5202183215768948
2063,0,1,5,1,4,3,4,0,-1.584416732296385,0.35288395537379746,-1.0907567707006371
2064,0,0,5,1,0,3,3,1,-0.8875999978353397,0.9140287735530548,-0.674901728968094
2065,0,1,5,1,4,2,4,0,-0.4025213144518212,1.1115174593007227,-1.0907567707006371
2066,0,1,5,1,4,3,4,0,-0.7509296816823438,0.7322007073372602,-0.796707388364398
2067,1,1,6,1,4,2,4,5,0.6136409663041908,-1.09383488356835,-1.198062696213186
2068,0,0,5,1,0,3,0,1,0.4394367826889296,1.2933455255165174,-1.7370936716638257
2069,0,1,5,1,4,2,5,0,-1.7586209159116462,0.35288395537379746,-0.2058667333528342
2070,0,1,5,1,4,2,5,0,-0.34849349587411305,0.35288395537379746,0.07721508762706197
2071,0,1,5,1,4,2,4,0,-1.7586209159116462,0.35288395537379746,-0.2058667333528342
2072,0,1,5,1,4,3,5,0,-1.7586209159116462,1.301175835282454,-0.796707388364398
2073,0,1,5,1,4,2,5,0,-1.584416732296385,1.1115174593007227,0.08544075864431919
2074,1,1,6,1,4,3,4,5,-0.09966971927229715,-0.7145181316048876,-1.198062696213186
2075,0,1,3,1,4,2,2,3,0.07453446434296443,0.16322557939206617,-1.020547991730168
2076,0,1,5,1,4,3,4,0,-1.584416732296385,0.35288395537379746,-0.796707388364398
2077,0,1,5,1,4,3,5,0,1.0076061055857122,1.301175835282454,-1.3820642626977904
2078,0,0,5,1,0,3,3,1,-0.9706906373486036,0.9140287735530548,0.5419736211188371
2079,0,1,5,1,4,3,5,0,-0.7509296816823438,1.1115174593007227,-1.0880148803615513
2080,0,0,5,1,0,3,3,1,-1.7586209159116462,0.7243703975713236,-0.5202183215768948
2081,0,0,5,1,0,3,3,1,1.3104577007652365,1.2933455255165174,-0.5202183215768948
2082,0,1,5,1,4,3,4,0,-1.584416732296385,0.35288395537379746,0.959363234635779
2083,0,1,5,1,4,3,4,0,-0.17428931225885164,1.1115174593007227,-1.0880148803615513
2084,0,0,5,1,0,2,3,1,-0.34849349587411305,0.9140287735530548,-0.674901728968094
2085,0,0,5,1,0,2,3,1,-0.34849349587411305,0.9140287735530548,-1.7370936716638257
2086,0,0,5,1,0,3,3,1,-0.17428931225885164,0.5347120215895923,0.5419736211188371
2087,0,1,5,1,4,2,5,0,-1.7586209159116462,0.7322007073372602,-0.21683429470917706
2088,0,1,5,1,4,3,5,0,-1.9328250995269078,0.35288395537379746,0.08544075864431919
2089,1,1,6,1,4,2,3,5,1.0076061055857122,-0.7145181316048876,-1.198062696213186
2090,0,1,5,1,4,2,4,0,-0.5767254980670828,0.7322007073372602,0.959363234635779
2091,0,0,5,1,0,3,0,1,-0.09966971927229715,0.7243703975713236,-0.674901728968094
2092,0,1,0,1,4,3,3,3,2.2505426474569252,-0.21609117257139643,-1.020547991730168
2093,0,0,5,1,0,3,3,1,-0.09966971927229715,0.5347120215895923,0.5419736211188371
2094,0,0,5,1,0,2,3,1,-0.17428931225885164,0.7243703975713236,0.5419736211188371
2095,0,1,5,1,4,2,5,0,-0.5767254980670828,0.7322007073372602,-0.21683429470917706
2096,0,1,5,1,4,3,4,0,-0.34849349587411305,0.35288395537379746,-1.3820642626977904
2097,0,0,5,1,0,2,3,1,-1.7586209159116462,1.2933455255165174,-0.5202183215768948
2098,1,1,6,1,4,2,3,1,-0.09966971927229715,-1.09383488356835,-1.198062696213186
2099,0,0,5,1,0,3,0,1,-0.7964864537333425,0.7243703975713236,-1.7370936716638257
2100,0,1,5,1,4,2,5,0,-0.5767254980670828,0.7322007073372602,-0.2058667333528342
2101,0,1,5,1,4,3,4,0,-0.34849349587411305,0.7322007073372602,-1.3820642626977904
2102,0,1,5,1,4,3,4,0,-0.4025213144518212,1.301175835282454,-1.0907567707006371
2103,0,1,5,1,4,3,5,0,-1.9328250995269078,0.7322007073372602,0.08544075864431919
2104,0,1,5,1,4,3,5,0,-0.17428931225885164,1.301175835282454,0.07721508762706197
2105,0,1,5,1,4,2,5,0,-1.9328250995269078,1.1115174593007227,0.959363234635779
2106,0,1,5,1,4,3,4,0,-0.17428931225885164,0.7322007073372602,-1.3820642626977904
2107,0,1,5,1,4,2,5,0,-0.7509296816823438,1.1115174593007227,-0.796707388364398
2108,0,1,5,1,4,2,4,0,-1.7586209159116462,1.301175835282454,-1.0907567707006371
2109,0,1,5,1,4,2,4,0,-0.34849349587411305,0.7322007073372602,-1.3820642626977904
2110,0,1,5,1,4,2,4,0,-1.9328250995269078,1.301175835282454,-0.21683429470917706
2111,0,1,5,1,4,3,4,0,-0.7509296816823438,1.1115174593007227,0.07721508762706197
2112,1,1,6,1,4,3,4,1,-0.09966971927229715,-0.14554300365969353,-1.198062696213186
2113,0,1,5,1,4,3,4,0,-1.9328250995269078,0.35288395537379746,0.08544075864431919
2114,0,1,5,1,4,2,4,0,-0.5767254980670828,0.7322007073372602,-1.3820642626977904
2115,0,1,5,1,4,3,5,0,-1.584416732296385,0.7322007073372602,0.959363234635779
2116,0,1,5,1,4,2,5,0,-0.7509296816823438,1.301175835282454,-0.2058667333528342
2117,0,1,5,1,4,2,4,0,-0.5767254980670828,0.35288395537379746,0.07721508762706197
2118,0,1,5,1,4,2,4,0,-1.7586209159116462,0.35288395537379746,-0.796707388364398
2119,0,1,5,1,4,2,4,0,-0.5767254980670828,1.1115174593007227,-0.21683429470917706
2120,0,1,5,1,4,3,5,0,-1.9328250995269078,0.7322007073372602,-1.3820642626977904
2121,0,1,5,1,4,3,5,0,0.6591977383551894,0.35288395537379746,-1.3820642626977904
2122,0,1,5,1,4,2,4,0,-0.17428931225885164,0.7322007073372602,0.07721508762706197
2123,0,1,5,1,4,2,4,0,-1.584416732296385,1.1115174593007227,-1.0880148803615513
2124,0,1,5,1,4,2,4,0,0.8334019219704508,1.301175835282454,-0.796707388364398
2125,0,1,5,1,4,3,4,0,-0.7509296816823438,1.1115174593007227,0.08544075864431919
2126,0,1,5,1,4,3,5,0,-1.7586209159116462,0.7322007073372602,0.959363234635779
2127,0,1,5,1,4,2,4,0,-0.5767254980670828,0.35288395537379746,-1.0880148803615513
2128,1,0,2,1,2,1,5,1,-1.7586209159116462,0.7322007073372602,4.393998479477928
2129,1,1,6,1,4,2,3,1,1.3104577007652365,-0.7145181316048876,-1.198062696213186
2130,0,1,5,1,4,2,4,0,-1.9328250995269078,0.35288395537379746,-1.0907567707006371
2131,0,0,5,1,0,3,3,1,-0.8875999978353397,0.5347120215895923,-1.7370936716638257
2132,0,1,5,1,4,3,4,0,-0.4025213144518212,1.1115174593007227,-0.21683429470917706
2133,0,1,5,1,4,3,5,0,-0.17428931225885164,0.35288395537379746,-0.21683429470917706
2134,0,1,5,1,4,3,4,0,-1.584416732296385,1.301175835282454,0.08544075864431919
2135,0,1,5,1,4,3,5,0,-0.5767254980670828,1.1115174593007227,-1.0907567707006371
2136,0,1,5,1,4,3,4,0,-0.5767254980670828,1.301175835282454,-0.21683429470917706
2137,0,1,5,1,4,2,4,0,-1.9328250995269078,1.1115174593007227,-1.0880148803615513
2138,0,1,5,1,4,3,5,0,-0.4025213144518212,0.35288395537379746,-0.2058667333528342
2139,0,1,5,1,4,2,5,0,-1.7586209159116462,1.301175835282454,0.08544075864431919
2140,0,1,5,1,4,2,4,0,-1.9328250995269078,1.301175835282454,-1.0907567707006371
2141,0,1,5,1,4,2,4,0,-0.7509296816823438,1.1115174593007227,-0.2058667333528342
2142,0,1,5,1,4,3,5,0,-0.4025213144518212,0.7322007073372602,-1.0907567707006371
2143,0,1,5,1,4,2,5,0,-0.7509296816823438,0.35288395537379746,-1.3820642626977904
2144,0,1,5,1,4,3,4,0,1.0076061055857122,0.7322007073372602,-0.2058667333528342
2145,0,1,5,1,4,2,4,0,1.0076061055857122,0.35288395537379746,-1.0907567707006371
2146,0,1,5,1,4,3,4,0,-0.4025213144518212,0.35288395537379746,0.959363234635779
2147,1,1,6,1,4,3,4,5,0.6136409663041908,-1.09383488356835,-1.198062696213186
2148,0,1,5,1,4,3,5,0,-0.5226976794893742,1.1115174593007227,-1.3820642626977904
2149,1,1,6,1,4,2,3,1,-0.09966971927229715,-0.14554300365969353,-1.198062696213186
2150,0,1,5,1,4,2,5,0,-1.9328250995269078,1.1115174593007227,0.07721508762706197
2151,0,1,5,1,4,2,5,0,-0.17428931225885164,0.7322007073372602,0.959363234635779
2152,0,1,5,1,4,3,4,0,-0.4025213144518212,1.1115174593007227,0.08544075864431919
2153,0,1,5,1,4,3,4,0,-0.5226976794893742,0.7322007073372602,-0.2058667333528342
2154,0,1,5,1,4,3,5,0,-1.9328250995269078,0.35288395537379746,-0.2058667333528342
2155,0,1,5,1,4,3,4,0,-1.7586209159116462,0.7322007073372602,0.07721508762706197
2156,0,1,5,1,4,3,5,0,-0.4025213144518212,0.35288395537379746,0.08544075864431919
2157,0,1,5,1,4,3,4,0,-0.17428931225885164,1.1115174593007227,-0.2058667333528342
2158,0,1,5,1,4,3,5,0,-0.17428931225885164,1.301175835282454,-0.796707388364398
2159,0,1,5,1,4,2,4,0,-1.9328250995269078,1.1115174593007227,-0.2058667333528342
2160,0,1,5,1,4,2,5,0,-1.584416732296385,1.1115174593007227,-0.2058667333528342
2161,0,1,5,1,4,3,5,0,-1.9328250995269078,0.7322007073372602,-0.21683429470917706
2162,0,1,5,1,4,2,4,0,-0.34849349587411305,0.7322007073372602,0.07721508762706197
2163,0,1,5,1,4,2,5,0,-0.4025213144518212,1.1115174593007227,-1.0880148803615513
2164,0,1,5,1,4,3,5,0,-0.17428931225885164,1.1115174593007227,-1.0880148803615513
2165,0,1,5,1,4,3,5,0,-1.9328250995269078,0.35288395537379746,-1.0880148803615513
2166,0,1,5,1,4,3,5,0,-0.7509296816823438,1.301175835282454,-1.0907567707006371
2167,0,1,5,1,4,2,5,0,-1.7586209159116462,0.7322007073372602,0.08544075864431919
2168,0,1,5,1,4,2,5,0,-0.5767254980670828,0.35288395537379746,0.959363234635779
2169,0,1,5,1,4,3,4,0,-0.7509296816823438,0.7322007073372602,0.08544075864431919
2170,0,1,5,1,4,2,4,0,-0.5767254980670828,0.7322007073372602,0.07721508762706197
2171,0,1,5,1,4,3,4,0,-1.7586209159116462,0.35288395537379746,0.959363234635779
2172,0,1,5,1,4,3,4,0,-0.34849349587411305,0.35288395537379746,0.959363234635779
2173,0,1,5,1,4,2,4,0,-0.5767254980670828,0.35288395537379746,-0.21683429470917706
2174,0,1,5,1,4,3,5,0,-0.7509296816823438,0.35288395537379746,-0.2058667333528342
2175,0,1,5,1,4,2,4,0,-0.17428931225885164,0.7322007073372602,-1.0880148803615513
2176,0,1,5,1,4,2,5,0,-0.17428931225885164,1.301175835282454,-0.21683429470917706
2177,0,1,5,1,4,3,4,0,-0.7509296816823438,0.7322007073372602,-1.3820642626977904
2178,1,0,2,1,2,1,5,0,-1.7586209159116462,0.7322007073372602,1.4644722174718798
2179,0,1,5,1,4,2,5,0,-0.5767254980670828,1.1115174593007227,-1.0907567707006371
2180,0,1,5,1,4,3,5,0,-1.9328250995269078,1.301175835282454,0.08544075864431919
2181,0,1,5,1,4,3,4,0,-0.4025213144518212,1.1115174593007227,0.07721508762706197
2182,0,1,5,1,4,3,5,0,-0.17428931225885164,0.7322007073372602,-0.21683429470917706
2183,0,1,5,1,4,2,4,0,-0.7509296816823438,1.301175835282454,0.07721508762706197
2184,0,1,5,1,4,2,4,0,-0.17428931225885164,0.7322007073372602,0.959363234635779
2185,0,1,5,1,4,2,5,0,1.0076061055857122,0.7322007073372602,-0.2058667333528342
2186,0,1,5,1,4,2,5,0,-0.34849349587411305,0.7322007073372602,-1.0880148803615513
2187,0,1,5,1,4,2,5,0,-1.9328250995269078,0.35288395537379746,-1.0907567707006371
2188,0,1,5,1,4,2,4,0,-1.7586209159116462,1.301175835282454,0.07721508762706197
2189,0,1,5,1,4,3,4,0,-1.7586209159116462,1.1115174593007227,-0.21683429470917706
2190,0,1,5,1,4,2,4,0,-1.584416732296385,1.1115174593007227,-1.0907567707006371
2191,0,1,5,1,4,2,5,0,-1.7586209159116462,1.301175835282454,-0.2058667333528342
2192,0,0,5,1,0,3,3,1,-0.9706906373486036,0.7243703975713236,-1.7370936716638257
2193,0,1,5,1,4,2,5,0,-0.7509296816823438,1.1115174593007227,0.08544075864431919
2194,0,1,5,1,4,2,5,0,-0.34849349587411305,0.7322007073372602,0.08544075864431919
2195,0,1,5,1,4,3,4,0,-0.7509296816823438,0.35288395537379746,-0.21683429470917706
2196,0,1,5,1,4,2,4,0,-0.34849349587411305,0.35288395537379746,0.07721508762706197
2197,0,1,5,1,4,2,5,0,-1.7586209159116462,1.1115174593007227,-1.0880148803615513
2198,0,1,5,1,4,3,4,0,-1.7586209159116462,0.35288395537379746,-0.796707388364398
2199,0,1,5,1,4,3,5,0,-0.34849349587411305,0.7322007073372602,-1.0880148803615513
2200,0,0,5,1,0,3,0,1,-0.09966971927229715,1.2933455255165174,-0.674901728968094
2201,0,1,5,1,4,3,5,0,-1.584416732296385,1.301175835282454,-0.21683429470917706
2202,0,1,5,1,4,2,4,0,-0.17428931225885164,1.301175835282454,-0.796707388364398
2203,0,1,5,1,4,2,5,0,-0.34849349587411305,0.7322007073372602,0.959363234635779
2204,0,1,5,1,4,2,5,0,-0.5767254980670828,1.301175835282454,-1.3820642626977904
2205,0,1,5,1,4,3,4,0,-1.9328250995269078,1.1115174593007227,-1.3820642626977904
2206,0,1,5,1,4,2,4,0,-0.7509296816823438,1.1115174593007227,0.07721508762706197
2207,0,1,5,1,4,2,5,0,-1.584416732296385,1.301175835282454,0.07721508762706197
2208,0,1,5,1,4,2,5,0,0.8334019219704508,1.301175835282454,-1.3820642626977904
2209,0,1,5,1,4,3,4,0,-0.5767254980670828,1.301175835282454,-0.796707388364398
2210,1,0,1,1,4,3,3,0,-0.6222822701180812,-1.1016651933342867,-0.8430332872471509
2211,0,1,5,1,4,3,5,0,-0.4025213144518212,0.7322007073372602,0.07721508762706197
2212,0,1,5,1,4,2,4,0,-0.34849349587411305,0.35288395537379746,-1.0907567707006371
2213,0,1,5,1,4,2,5,0,-0.7509296816823438,0.7322007073372602,-1.0880148803615513
2214,0,1,5,1,4,3,4,0,-0.17428931225885164,0.7322007073372602,-1.0907567707006371
2215,0,1,5,1,4,3,4,0,-0.4025213144518212,1.301175835282454,-0.2058667333528342
2216,0,1,5,1,4,3,5,0,-1.7586209159116462,1.301175835282454,-0.21683429470917706
2217,0,1,5,1,4,3,4,0,-0.17428931225885164,0.7322007073372602,-0.21683429470917706
2218,0,1,5,1,4,2,4,0,-0.4025213144518212,0.35288395537379746,-1.0907567707006371
2219,0,1,5,1,4,2,4,0,-0.4025213144518212,1.301175835282454,-1.0907567707006371
2220,0,1,5,1,4,3,4,0,-1.9328250995269078,1.301175835282454,-1.0907567707006371
2221,0,1,5,1,4,2,4,0,-0.34849349587411305,0.7322007073372602,-1.0880148803615513
2222,0,1,5,1,4,3,4,0,-0.7509296816823438,0.35288395537379746,-1.3820642626977904
2223,0,1,5,1,4,3,4,0,-0.7509296816823438,1.1115174593007227,0.959363234635779
2224,0,1,5,1,4,3,5,0,-0.17428931225885164,1.301175835282454,0.08544075864431919
2225,0,1,5,1,4,2,4,0,-1.9328250995269078,0.7322007073372602,-1.0880148803615513
2226,0,1,5,1,4,3,5,0,-1.9328250995269078,0.35288395537379746,-0.796707388364398
2227,0,0,5,1,0,3,3,1,-0.8875999978353397,0.7243703975713236,0.5419736211188371
2228,0,1,5,1,4,2,5,0,-0.5767254980670828,0.7322007073372602,0.959363234635779
2229,0,1,5,1,4,2,4,0,-1.9328250995269078,0.7322007073372602,-0.21683429470917706
2230,0,1,5,1,4,3,4,0,-0.5767254980670828,0.7322007073372602,-1.0907567707006371
2231,0,1,5,1,4,2,4,0,-1.9328250995269078,1.301175835282454,-1.0880148803615513
2232,0,1,5,1,4,3,5,0,-1.7586209159116462,0.7322007073372602,-1.3820642626977904
2233,0,1,5,1,4,3,4,0,0.6591977383551894,0.7322007073372602,-0.2058667333528342
2234,0,1,5,1,4,2,4,0,0.8334019219704508,0.7322007073372602,0.08544075864431919
2235,0,1,5,1,4,2,5,0,-0.7509296816823438,0.7322007073372602,-1.0907567707006371
2236,0,1,5,1,4,3,5,0,-0.5767254980670828,0.7322007073372602,-0.2058667333528342
2237,0,0,5,1,0,2,3,1,-0.34849349587411305,0.5347120215895923,-0.674901728968094
2238,1,0,2,1,2,1,5,4,-1.7586209159116462,-0.21609117257139643,2.629702185460493
2239,0,1,5,1,4,2,5,0,-1.9328250995269078,0.7322007073372602,-0.21683429470917706
2240,0,1,5,1,4,3,5,0,-0.7509296816823438,1.301175835282454,-0.2058667333528342
2241,1,1,6,1,4,2,4,1,1.3104577007652365,-0.14554300365969353,-1.198062696213186
2242,0,1,5,1,4,2,5,0,1.0076061055857122,1.1115174593007227,-1.3820642626977904
2243,0,1,5,1,4,3,5,0,-1.9328250995269078,0.35288395537379746,-1.0907567707006371
2244,0,1,5,1,4,2,4,0,-0.7509296816823438,0.35288395537379746,0.08544075864431919
2245,0,1,5,1,4,2,4,0,-1.7586209159116462,0.35288395537379746,-0.21683429470917706
2246,0,1,5,1,4,3,4,0,-0.5767254980670828,0.7322007073372602,0.07721508762706197
2247,0,0,5,1,0,3,0,1,-1.7586209159116462,0.9140287735530548,0.5419736211188371
2248,0,1,5,1,4,3,5,0,-1.584416732296385,1.1115174593007227,-0.21683429470917706
2249,0,1,5,1,4,2,5,0,-0.5226976794893742,0.35288395537379746,-0.21683429470917706
2250,0,1,5,1,4,3,5,0,-0.5767254980670828,1.1115174593007227,0.959363234635779
2251,0,1,5,1,4,2,5,0,-0.17428931225885164,1.301175835282454,0.07721508762706197
2252,0,0,5,1,0,3,3,1,-0.34849349587411305,0.5347120215895923,0.5419736211188371
2253,0,1,5,1,4,3,4,0,-0.34849349587411305,0.7322007073372602,-1.0907567707006371
2254,0,1,5,1,4,2,4,0,-0.4025213144518212,1.301175835282454,-1.3820642626977904
2255,0,1,5,1,4,2,5,0,-0.34849349587411305,0.7322007073372602,-0.796707388364398
2256,0,1,5,1,4,3,5,0,1.0076061055857122,1.1115174593007227,-1.3820642626977904
2257,0,1,5,1,4,3,4,0,-1.7586209159116462,1.301175835282454,0.08544075864431919
2258,0,1,5,1,4,3,4,0,-0.7509296816823438,1.1115174593007227,-1.0907567707006371
2259,0,1,5,1,4,3,4,0,-0.4025213144518212,0.35288395537379746,-0.796707388364398
2260,0,0,5,1,0,3,0,1,0.4394367826889296,0.9140287735530548,-0.5202183215768948
2261,0,1,5,1,4,2,5,0,-1.584416732296385,1.301175835282454,-1.0880148803615513
2262,0,1,5,1,4,2,5,0,-0.17428931225885164,0.35288395537379746,-0.2058667333528342
2263,0,1,5,1,4,3,5,0,-0.7509296816823438,1.301175835282454,-0.796707388364398
2264,0,1,5,1,4,2,5,0,-0.7509296816823438,1.301175835282454,0.08544075864431919
2265,0,1,5,1,4,2,5,0,-0.4025213144518212,0.35288395537379746,-1.0907567707006371
2266,0,0,5,1,0,2,0,1,1.3104577007652365,0.5347120215895923,-0.674901728968094
2267,0,1,5,1,4,3,4,0,-0.4025213144518212,0.7322007073372602,0.959363234635779
2268,0,1,5,1,4,2,5,0,-0.7509296816823438,0.7322007073372602,-1.3820642626977904
2269,0,1,5,1,4,3,4,0,-1.7586209159116462,0.7322007073372602,0.08544075864431919
2270,0,1,5,1,4,3,4,0,-0.34849349587411305,0.35288395537379746,-1.0907567707006371
2271,0,0,5,1,0,2,3,1,-0.17428931225885164,0.9140287735530548,-0.674901728968094
2272,0,1,5,1,4,2,4,0,-0.34849349587411305,0.35288395537379746,-1.0880148803615513
2273,0,1,5,1,4,2,5,0,-0.7509296816823438,1.1115174593007227,-0.21683429470917706
2274,0,1,5,1,4,2,4,0,-0.34849349587411305,0.35288395537379746,-0.2058667333528342
2275,0,1,5,1,4,3,5,0,-0.4025213144518212,1.1115174593007227,-1.0880148803615513
2276,0,1,5,1,4,2,5,0,-1.9328250995269078,1.1115174593007227,0.08544075864431919
2277,0,1,5,1,4,3,5,0,-1.584416732296385,1.301175835282454,-1.0880148803615513
2278,0,1,5,1,4,3,4,0,-1.7586209159116462,0.35288395537379746,-1.3820642626977904
2279,0,1,5,1,4,3,4,0,-0.34849349587411305,1.301175835282454,-0.21683429470917706
2280,0,1,5,1,4,2,5,0,-1.584416732296385,0.7322007073372602,0.08544075864431919
2281,0,1,5,1,4,3,5,0,-0.4025213144518212,1.1115174593007227,0.08544075864431919
2282,0,1,5,1,4,3,4,0,-1.9328250995269078,0.7322007073372602,-0.2058667333528342
2283,0,1,5,1,4,2,5,0,-0.34849349587411305,0.35288395537379746,-0.2058667333528342
2284,0,1,5,1,4,2,5,0,-0.4025213144518212,0.7322007073372602,-1.0880148803615513
2285,1,0,1,1,4,2,4,0,-0.6222822701180812,-0.5326900653890926,-0.8430332872471509
